Date of Sale (dd/mm/yyyy),Address,Street Name,Price
11/03/2015,"20 CASTLE TERRACE COURT, ST MARGARETS AVE, MALAHIDE",st margarets avenue,"€253,000.00"
11/03/2015,"62 Ivy Exchange, Parnell Street",parnell street,"€77,777.77"
11/03/2015,"74 Ivy Exchange, Parnell Street",parnell street,"€77,777.77"
11/03/2015,"75 Ivy Exchange, Parnell Street",parnell street,"€77,777.77"
11/03/2015,"80 Ivy Exchange, Parnell Street",parnell street,"€77,777.77"
11/03/2015,"80 Ivy Exchange, Parnell Street",parnell street,"€77,777.77"
12/03/2015,"144 QUARRY ROAD, CABRA, DUBLIN 7",quarry road,"€192,000.00"
12/03/2015,"34 BLOOMFIELD AVENUE, SOUTH CIRCULAR ROAD, DUBLIN 8",south circular road,"€765,000.00"
12/03/2015,"383 BALLYFERMOT ROAD, DUBLIN 10",ballyfermot road,"€90,000.00"
12/03/2015,"54 NEPHIN RD, NAVAN RD, DUBLIN 7",nephin road,"€116,666.00"
12/03/2015,"54 NEPHIN RD, NAVAN RD, DUBLIN 7",nephin road,"€116,666.00"
12/03/2015,"7 ST MARGARETS TERRACE, CORK ST, DUBLIN 8",cork street,"€262,500.00"
12/03/2015,"UNIT 14E WESTPARK EXECUTIVE SUITES, CITY WEST, SAGGART",westpark,"€100,000.00"
13/03/2015,"16 GRAY SQ, DUBLIN 8, DUBLIN",gray square,"€220,000.00"
13/03/2015,"3 NEW WAPPING ST, NORTH WALL, DUBLIN 1",new wapping street,"€235,000.00"
13/03/2015,"54 THE OAK, PARK VIEW, STEPASIDE",park view,"€210,000.00"
16/03/2015,"1 Orwell Park Square, Orwell Park, Rathgar",orwell park,"€1,457,200.00"
18/03/2015,"1- 5 THE LOFT, 8 HARRINGTON ST., DUBLIN 2",harrington street,"€430,000.00"
18/03/2015,"17 WILLOW PARK AVE, GLASNEVIN, DUBLIN 11",willow park avenue,"€443,000.00"
18/03/2015,"18 VERNON ST, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€570,000.00"
18/03/2015,"1A FITZROY AVE, DRUMCONDRA, DUBLIN 3",fitzroy avenue,"€125,000.00"
19/03/2015,"28 COOLRUA DRIVE, BEAUMONT",coolrua drive,"€287,000.00"
19/03/2015,"50 CHURCH ST, SKERRIES, DUBLIN",church street,"€495,000.00"
19/03/2015,"54 THE WILLOWS, GLASNEVIN, DUBLIN 11",the willows,"€370,000.00"
19/03/2015,"APT 1 -3, 377 NORTH CIRCULAR ROAD, DUBLIN 7",north circular road,"€200,000.00"
20/03/2015,"14 Ashington Rise, Navan Road, Dublin 7",ashington rise,"€343,500.00"
20/03/2015,"219 SOUTH CIRCULAR RD, DUBLIN 8, DUBLIN",south circular road,"€620,000.00"
20/03/2015,"276 BACHELORS WALK, BACHELORS WALK, DUBLIN1",bachelors walk,"€235,000.00"
20/03/2015,"289 NORTH CIRCULAR RD, DUBLIN 7, DUBLIN",north circular road,"€500,000.00"
20/03/2015,"5 The Belfry, Inchicore Road",inchicore road,"€240,000.00"
20/03/2015,"8 GRANGE ABBEY GROVE, BALDOYLE, DUBLIN 13",grange abbey grove,"€120,000.00"
20/03/2015,"APT 1 - 4, 70 AUGHRIM ST, DUBLIN 7",aughrim street,"€455,000.00"
20/03/2015,"APT 7 PORTLAND LOCK, PORTLAND PLACE, NORTH CIRCULAR RD DUBLIN 1",north circular road,"€150,000.00"
23/03/2015,"139 TONLEGEE RD, COOLOCK, DUBLIN 5",tonlegee road,"€150,000.00"
23/03/2015,"6 KILKEE HOUSE, CLARE VILLAGE, MALAHIDE RD DUBLIN 17",malahide road,"€106,324.59"
23/03/2015,"64A CARNDONAGH PARK, DONAGHMEDE, DUBLIN 13",carndonagh park,"€270,000.00"
23/03/2015,"84 CLANCY AVE, FINGLAS EAST, DUBLIN 11",clancy avenue,"€301,500.00"
24/03/2015,"119 BLOCK 3, THE ORCHARD, OFF MALAHIDE ROAD",malahide road,"€80,716.66"
24/03/2015,"125 RATHDOWN PARK, TERENURE, DUBLIN 6",rathdow,"€770,000.00"
25/03/2015,"1 Prospect Court, 70 Prospect Avenue, Glasnevin",prospect avenue,"€300,000.00"
25/03/2015,"10 LEO STREET, NORTH CIRCULAR ROAD, DUBLIN 7",north circular road,"€50,000.00"
25/03/2015,"135 PHILIPSBURGH AVE, FAIRVIEW, DUBLIN 3",philipsburgh avenue,"€297,699.00"
25/03/2015,"27 Clearwater Court, North Royal Canal Park, Rathoath Road",clearwater,"€192,359.00"
25/03/2015,"50 St Stevens Gate, 126-133 James Street",james street,"€192,359.00"
25/03/2015,"7 The Stiles Road, Clontarf",the stiles road,"€725,000.00"
25/03/2015,"APT 13 ASHFORD APTS, GRIFFITH AVE EXTENSION, DUBLIN 9",griffith avenue,"€250,000.00"
25/03/2015,"APT A, 77 AUGHRIM ST, STONEYBATTER DUBLIN 7",aughrim street,"€297,699.00"
25/03/2015,"COMBINED PLASTERING, 25 A RATHDOWN RD, PHIBSBORO DUBLIN 7",rathdown road,"€545,000.00"
26/03/2015,"43 IONA, PROSPECT HILL, FINGLAS ROAD",finglas road,"€150,500.00"
26/03/2015,"71 PARK VIEW, ASHTOWN, DUBLIN",park view,"€250,000.00"
26/03/2015,"APT 3 ELY MEWS, 5/6 RODGERS LANE, LOWER BAGGOT STREET",baggot street,"€375,000.00"
27/03/2015,"288 MALAHIDE ROAD, DUBLIN",malahide road,"€340,000.00"
27/03/2015,"3 WESTPARK, TALLAGHT, DUBLIN 24",westpark,"€260,000.00"
27/03/2015,"36 New Cabra Road, Phibsborough, DUBLIN 7",cabra road,"€300,000.00"
27/03/2015,"4 THE MOORINGS, ST MARYS RD, BALLSBRIDGE DUBLIN 4",the mooring,"€163,000.00"
27/03/2015,"APARTMENT 4, 382 NORTH CIRCULAR ROAD, DUBLIN 7",north circular road,"€255,000.00"
30/03/2015,"15 PARK VIEW, RATHBORNE, ASHTOWN DUBLIN 15",park view,"€266,000.00"
30/03/2015,"19 CASTLE TERRACE COURT, ST MARGARETS AVE, MALAHIDE",st margarets avenue,"€250,000.00"
30/03/2015,"29 EUGENE ST, OFF CORK ST, DUBLIN 8",cork street,"€120,000.00"
30/03/2015,"29 KIRKPATRICK HOUSE, SPENCER DOCK, NORTH WALL QUAY",north wall,"€335,000.00"
30/03/2015,"3 HERBERT COTTAGES, BALLSBRIDGE, DUBLIN",herbert cottages,"€348,000.00"
30/03/2015,"49 WALNUT LAWN, COURTLANDS, GRIFFITH AVE DUBLIN 9",griffith avenue,"€583,000.00"
30/03/2015,"55 CHURCH STREET, DUBLIN, DUBLIN 1",church street,"€240,000.00"
30/03/2015,"569 NORTH CIRCULAR RD, DUBLIN 7, DUBLIN",north circular road,"€446,200.00"
31/03/2015,"25 GRIFFITH AVE, DRUMCONDRA, DUBLIN 9",griffith avenue,"€47,500.00"
01/04/2015,"223 THE NEW HARDWICKE, CHURCH ST, DUBLIN 7",church street,"€199,000.00"
01/04/2015,"277 PREMIER SQ, FINGLAS RD, DUBLIN 11",finglas road,"€145,000.00"
01/04/2015,"4 BELLA AVE, UPPER BUCKINGHAM ST, DUBLIN 1",buckingham street,"€116,000.00"
01/04/2015,"473 CARNLOUGH RD, CABRA WEST, DUBLIN 7",carnlough road,"€225,000.00"
01/04/2015,"6 MOURNE LODGE, MOURNE ROAD, DUBLIN 12",mourne road,"€335,000.00"
01/04/2015,"7D THOMAS COURT, OFF THOMAS ST, DUBLIN 8",thomas street,"€125,000.00"
02/04/2015,"2 SWEENEY'S TERRACE, CLARENCE MANGAN ROAD, DUBLIN 8",clarence mangan road,"€300,000.00"
02/04/2015,"207 BURNELL SQUARE, NORTHERN CROSS, MALAHIDE ROAD",malahide road,"€162,000.00"
02/04/2015,"37 Premier Square, Finglas Road, Dublin 11",finglas road,"€145,000.00"
02/04/2015,"55 THE PARK, ORLYNN PARK, CO. DUBLIN",the park,"€160,000.00"
02/04/2015,"72 GROVE PARK AVE, GLASNEVIN NORTH, DUBLIN 11",grove park avenue,"€362,072.00"
08/04/2015,"131 BUNTING RD, WALKINSTOWN, DUBLIN",bunting road,"€250,000.00"
08/04/2015,"2 A THE PARK, MILITARY ROAD, RATHMINES",the park,"€278,000.00"
08/04/2015,"56 DURROW RD, KIMMAGE, DUBLIN 12",durrow road,"€193,000.00"
08/04/2015,"Apt 157, Block d, Bachelor's Walk",bachelors walk,"€150,000.00"
09/04/2015,"1 & 2 MARION VILLAS, CORK ST, DUBLIN 8",cork street,"€480,000.00"
09/04/2015,"APT 38, MCGOVERNS CORNER, CORK ST DUBLIN 8",cork street,"€160,000.00"
10/04/2015,"138 CABRA RD, DUBLIN 7, DUBLIN",cabra road,"€500,000.00"
10/04/2015,"21 Villa Park Gardens, Navan Road",villa park gardens,"€485,000.00"
10/04/2015,"43 SMITHFIELD LOFTS, CHURCH STREET, DUBLIN 7",church street,"€101,000.00"
10/04/2015,"51 KILDARE RD, CRUMLIN, DUBLIN 12",kildare road,"€280,000.00"
10/04/2015,"7 PARK VIEW HOUSE, TYRRELSTOWN, DUBLIN 15",park view,"€156,000.00"
10/04/2015,"82 BURNELI SQ, NORTHERN CROSS, MALAHIDE RD DUBLIN 17",malahide road,"€130,000.00"
10/04/2015,"Apartment 1  Park Lodge, 7-9 North Circular Road",north circular road,"€243,696.67"
10/04/2015,"Apartment 10  Park Lodge, 7-9 North Circular Road",north circular road,"€247,898.33"
10/04/2015,"Apartment 11  Park Lodge, 7-9 North Circular Road",north circular road,"€247,898.33"
10/04/2015,"Apartment 12  Park Lodge, 7-9 North Circular Road",north circular road,"€247,898.33"
10/04/2015,"Apartment 13  Park Lodge, 7-9 North Circular Road",north circular road,"€247,898.33"
10/04/2015,"Apartment 14  Park Lodge, 7-9 North Circular Road",north circular road,"€165,965.83"
10/04/2015,"Apartment 15  Park Lodge, 7-9 North Circular Road",north circular road,"€165,965.83"
10/04/2015,"Apartment 16  Park Lodge, 7-9 North Circular Road",north circular road,"€165,965.83"
10/04/2015,"Apartment 17  Park Lodge, 7-9 North Circular Road",north circular road,"€247,898.33"
10/04/2015,"Apartment 18  Park Lodge, 7-9 North Circular Road",north circular road,"€247,898.33"
10/04/2015,"Apartment 19  Park Lodge, 7-9 North Circular Road",north circular road,"€323,528.33"
10/04/2015,"Apartment 2  Park Lodge, 7-9 North Circular Road",north circular road,"€243,696.67"
10/04/2015,"Apartment 20  Park Lodge, 7-9 North Circular Road",north circular road,"€247,898.33"
10/04/2015,"Apartment 21  Park Lodge, 7-9 North Circular Road",north circular road,"€256,301.67"
10/04/2015,"Apartment 22  Park Lodge, 7-9 North Circular Road",north circular road,"€256,301.67"
10/04/2015,"Apartment 23  Park Lodge, 7-9 North Circular Road",north circular road,"€323,528.33"
10/04/2015,"Apartment 24  Park Lodge, 7-9 North Circular Road",north circular road,"€252,100.00"
10/04/2015,"Apartment 25  Park Lodge, 7-9 North Circular Road",north circular road,"€252,100.00"
10/04/2015,"Apartment 26  Park Lodge, 7-9 North Circular Road",north circular road,"€168,066.67"
10/04/2015,"Apartment 27  Park Lodge, 7-9 North Circular Road",north circular road,"€168,066.67"
10/04/2015,"Apartment 28  Park Lodge, 7-9 North Circular Road",north circular road,"€168,066.67"
10/04/2015,"Apartment 29  Park Lodge, 7-9 North Circular Road",north circular road,"€252,100.00"
10/04/2015,"Apartment 3  Park Lodge, 7-9 North Circular Road",north circular road,"€149,159.17"
10/04/2015,"Apartment 30  Park Lodge, 7-9 North Circular Road",north circular road,"€252,100.00"
10/04/2015,"Apartment 31  Park Lodge, 7-9 North Circular Road",north circular road,"€327,730.00"
10/04/2015,"Apartment 32  Park Lodge, 7-9 North Circular Road",north circular road,"€252,100.00"
10/04/2015,"Apartment 33  Park Lodge, 7-9 North Circular Road",north circular road,"€260,503.33"
10/04/2015,"Apartment 34  Park Lodge, 7-9 North Circular Road",north circular road,"€260,503.33"
10/04/2015,"Apartment 35  Park Lodge, 7-9 North Circular Road",north circular road,"€327,730.00"
10/04/2015,"Apartment 36  Park Lodge, 7-9 North Circular Road",north circular road,"€252,100.00"
10/04/2015,"Apartment 37  Park Lodge, 7-9 North Circular Road",north circular road,"€252,100.00"
10/04/2015,"Apartment 38  Park Lodge, 7-9 North Circular Road",north circular road,"€172,268.33"
10/04/2015,"Apartment 39  Park Lodge, 7-9 North Circular Road",north circular road,"€172,268.33"
10/04/2015,"Apartment 4  Park Lodge, 7-9 North Circular Road",north circular road,"€161,764.17"
10/04/2015,"Apartment 40  Park Lodge, 7-9 North Circular Road",north circular road,"€172,268.33"
10/04/2015,"Apartment 41  Park Lodge, 7-9 North Circular Road",north circular road,"€252,100.00"
10/04/2015,"Apartment 42  Park Lodge, 7-9 North Circular Road",north circular road,"€252,100.00"
10/04/2015,"Apartment 43  Park Lodge, 7-9 North Circular Road",north circular road,"€331,931.67"
10/04/2015,"Apartment 44  Park Lodge, 7-9 North Circular Road",north circular road,"€252,100.00"
10/04/2015,"Apartment 45  Park Lodge, 7-9 North Circular Road",north circular road,"€264,705.00"
10/04/2015,"Apartment 46  Park Lodge, 7-9 North Circular Road",north circular road,"€264,705.00"
10/04/2015,"Apartment 47  Park Lodge, 7-9 North Circular Road",north circular road,"€331,931.67"
10/04/2015,"Apartment 48  Park Lodge, 7-9 North Circular Road",north circular road,"€256,301.67"
10/04/2015,"Apartment 49  Park Lodge, 7-9 North Circular Road",north circular road,"€256,301.67"
10/04/2015,"Apartment 5  Park Lodge, 7-9 North Circular Road",north circular road,"€161,764.17"
10/04/2015,"Apartment 50  Park Lodge, 7-9 North Circular Road",north circular road,"€176,470.00"
10/04/2015,"Apartment 51  Park Lodge, 7-9 North Circular Road",north circular road,"€176,470.00"
10/04/2015,"Apartment 52  Park Lodge, 7-9 North Circular Road",north circular road,"€176,470.00"
10/04/2015,"Apartment 53  Park Lodge, 7-9 North Circular Road",north circular road,"€256,301.67"
10/04/2015,"Apartment 54  Park Lodge, 7-9 North Circular Road",north circular road,"€256,301.67"
10/04/2015,"Apartment 55  Park Lodge, 7-9 North Circular Road",north circular road,"€336,133.33"
10/04/2015,"Apartment 56  Park Lodge, 7-9 North Circular Road",north circular road,"€336,133.33"
10/04/2015,"Apartment 57  Park Lodge, 7-9 North Circular Road",north circular road,"€256,301.67"
10/04/2015,"Apartment 58  Park Lodge, 7-9 North Circular Road",north circular road,"€348,738.33"
10/04/2015,"Apartment 59  Park Lodge, 7-9 North Circular Road",north circular road,"€184,878.33"
10/04/2015,"Apartment 6  Park Lodge, 7-9 North Circular Road",north circular road,"€243,696.67"
10/04/2015,"Apartment 60  Park Lodge, 7-9 North Circular Road",north circular road,"€264,705.00"
10/04/2015,"Apartment 61  Park Lodge, 7-9 North Circular Road",north circular road,"€256,301.67"
10/04/2015,"Apartment 62  Park Lodge, 7-9 North Circular Road",north circular road,"€344,536.67"
10/04/2015,"Apartment 7  Park Lodge, 7-9 North Circular Road",north circular road,"€243,696.67"
10/04/2015,"Apartment 8  Park Lodge, 7-9 North Circular Road",north circular road,"€243,696.67"
10/04/2015,"Apartment 9  Park Lodge, 7-9 North Circular Road",north circular road,"€247,898.33"
10/04/2015,"LOUVAINE, GROVE RD, MALAHIDE",grove road,"€1,100,000.00"
13/04/2015,"36 PROSPECT HEIGHTS, PROSPECT MANOR, STOCKING LANE DUBLIN 16",manor street,"€402,500.00"
13/04/2015,"7 AVOCA RD, SOUTH CIRCULAR ROAD, DUBLIN 8",south circular road,"€490,000.00"
14/04/2015,"116 ULYSSES HOUSE, VIKING HARBOUR, USHERS ISLAND",ushers island,"€167,500.00"
14/04/2015,"16 FAIRWAYS GREEN, GLASNEVIN, DUBLIN 11",fairways green,"€328,000.00"
14/04/2015,"2 ABERDEEN STREET, INFIRMARY ROAD, DUBLIN 7",infirmary road,"€265,000.00"
14/04/2015,"37 ABERDEEN ST, INFIRMARY RD, DUBLIN",infirmary road,"€275,000.00"
14/04/2015,"41 BROOKFIELD RD, KILMAINHAM, DUBLIN",brookfield,"€430,000.00"
14/04/2015,"50A METROPOLITAN APTS, INCHICORE RD, DUBLIN 8",inchicore road,"€89,498.00"
14/04/2015,"68 GLENCLOY ROAD, LARKHILL, DUBLIN 9",glencloy road,"€195,000.00"
15/04/2015,"4 THE PARK, BEAUMONT, BEAUMONT",the park,"€312,000.00"
15/04/2015,"48 Collinswood, Beaumont, Dublin 9",collinswood,"€426,000.00"
15/04/2015,"7 SYCAMORE LAWN, THE PARK, CABINTEELY",the park,"€545,000.00"
15/04/2015,"75 PIER 19, USHERS ISLAND, DUBLIN 8",ushers island,"€115,000.00"
15/04/2015,"APT 22 ASHFORD APTS, GRIFFITH AVE EXTENSION, DUBLIN 9",griffith avenue,"€185,000.00"
16/04/2015,"17 ROSS STREET, ARBOUR HILL, DUBLIN 7",arbour hill,"€200,000.00"
16/04/2015,"195 SOUTH CIRCULAR RD, DUBLIN 8, DUBLIN",south circular road,"€484,000.00"
16/04/2015,"21 FINGLAS RD, HARTS CORNER, GLASNEVIN DUBLIN 11",finglas road,"€650,000.00"
16/04/2015,"415 BALLYFERMOT RD, BALLYFERMOT, DUBLIN 10",ballyfermot road,"€160,000.00"
16/04/2015,"53 STEEVENS GATE, JAMES ST, DUBLIN 8",james street,"€170,000.00"
17/04/2015,"103 CRUMLIN RD, CRUMLIN, DUBLIN 12",crumlin road,"€170,000.00"
17/04/2015,"112 ENNAFORT RD, RAHENY, DUBLIN 5",ennafort road,"€450,000.00"
17/04/2015,"188 TONLEGEE RD, RAHENY, DUBLIN 5",tonlegee road,"€220,350.00"
17/04/2015,"216 Collinswood, Collins Avenue",collinswood,"€320,000.00"
17/04/2015,"244 LANDEN RD, BALLYFERMOT, DUBLIN 10",landen road,"€150,000.00"
17/04/2015,"35 ALL HALLOWS GREEN, GRIFFITH AVE, DUBLIN",griffith avenue,"€230,000.00"
17/04/2015,"6 CAMBRIDGE RD, RATHMINES, DUBLIN 6",cambridge road,"€795,000.00"
17/04/2015,"Apartment 159, Harcourt Green, Charlemont Street",charlemont,"€385,000.00"
20/04/2015,"22 GROVEWOOD, FINGLAS PARK, FINGLAS EAST DUBLIN 11",finglas park,"€210,000.00"
20/04/2015,"39 ANNER ROAD, INCHICORE, DUBLIN 8",anner road,"€280,000.00"
20/04/2015,"5 ROSECOURT, NEW CABRA RD, DUBLIN 7",cabra road,"€165,000.00"
21/04/2015,"16 VALE VIEW CLOSE, THE PARK, CABINTEELY DUBLIN 18",the park,"€490,000.00"
21/04/2015,"340 TONLEGEE RD, RAHENY, DUBLIN 5",tonlegee road,"€290,000.00"
21/04/2015,"340, North Circular Road, Phisboro",north circular road,"€130,000.00"
22/04/2015,"23 CASTLE TERRACE COURT, ST MARGARETS AVE, MALAHIDE",st margarets avenue,"€285,000.00"
22/04/2015,"38 BUSHY PARK RD, TERENURE, DUBLIN 6",bushy park,"€1,000,000.00"
22/04/2015,"9 MUCKROSS PARADE, NORTH CIRCULAR ROAD, DUBLIN 7",north circular road,"€210,000.00"
23/04/2015,"105 Ventry Park Cabra, Dublin 7",ventry park,"€171,000.00"
23/04/2015,"35 ANNER ROAD, INCHICORE, DUBLIN 8",anner road,"€320,000.00"
24/04/2015,"170 CASTLEFORBES SQ, CASTLEFORBES RD, DUBLIN 1",castleforbes road,"€304,000.00"
24/04/2015,"36 Upper O'Connell Street, Dublin 1",oconnell street,"€170,000.00"
27/04/2015,"28 MILLERS HALL, THOMAS ST, DUBLIN 8",thomas street,"€209,000.00"
27/04/2015,"42 GROVE PARK AVENUE, BALLYMUN AVENUE, DUBLIN 11",grove park avenue,"€300,000.00"
27/04/2015,"Apt 17, 18 Lower Baggot Street",baggot street,"€495,000.00"
27/04/2015,"Apt 18, 18 Lower baggot Street",baggot street,"€495,000.00"
28/04/2015,"10 Newgrove Avenue, Sandymount, Dublin 4",grove avenue,"€1,150,000.00"
28/04/2015,"163 NUTGROVE AVE, RATHFARNHAM, DUBLIN 14",grove avenue,"€265,000.00"
28/04/2015,"239 The Willows, Carrington, Santry  Dublin 9",the willows,"€193,595.00"
28/04/2015,"240 The Willows, Carrington, Santry  Dublin 9",the willows,"€193,595.00"
28/04/2015,"241 The Willows, Carrington, Santry  Dublin 9",the willows,"€147,132.00"
28/04/2015,"250 The Willows, Carrington, Santry",the willows,"€147,132.00"
28/04/2015,"253 The Willows, Carrington, Santry",the willows,"€147,132.00"
28/04/2015,"255 The Willows, Carrington, Santry  Dublin 9",the willows,"€193,595.00"
28/04/2015,"256 The Willows, Carrington, Santry  Dublin 9",the willows,"€193,595.00"
28/04/2015,"33 CAMMOCK, MOUNT BROWN, KILMAINHAM DUBLIN 8",mount brown,"€246,000.00"
29/04/2015,"106 WALNUT RISE, COURTLANDS, DUBLIN 9",walnut rise,"€490,000.00"
29/04/2015,"FLAT OVERHEAD, 30 CRUMLIN ROAD, CRUMLIN",crumlin road,"€45,000.00"
30/04/2015,"1 KINVARA AVE, NAVAN RD, DUBLIN 7",kinvara avenue,"€287,500.00"
30/04/2015,"13 Clearwater Cover, Old Dunleary Road, Dun Laoghaire",clearwater,"€395,000.00"
30/04/2015,"300 COOLEY RD, DRIMNAGH, DUBLIN 12",cooley road,"€232,500.00"
30/04/2015,"71 LEINSTER RD, RATHMINES, DUBLIN 6",leinster road,"€1,290,000.00"
30/04/2015,"APARTMENT 1, 43 - 44 JAMES STREET, DUBLIN 8",james street,"€461,800.00"
01/05/2015,"10 Burnell Green, Northern Cross, Malahide Road",malahide road,"€106,230.00"
01/05/2015,"103 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"11 Burnell Green, Northern Cross, Malahide Road",malahide road,"€106,230.00"
01/05/2015,"12 Burnell Green, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"127 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"13 Burnell Green, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"130 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"131 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"132 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"133 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"134 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"135 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"136 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"137 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"138 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"139 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"14 Burnell Green, Northern Cross, Malahide Road",malahide road,"€106,230.00"
01/05/2015,"140 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"141 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"142 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"145 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"146 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"147 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"148 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"149 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"150 Burnell Court, Northern Court, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"151 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"152 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"153 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"155 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"157 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"158 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"16 Burnell Green, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"160 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"161 Burnell Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"163 Burnett Court, Northern Cross, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"164 Burnell Court, Northern Court, Malahide Road",malahide road,"€132,787.00"
01/05/2015,"165 Burnell Court, Northern Cross, Malahide Road",malahide road,"€106,230.00"
01/05/2015,"166 Burnell Court, Northern Cross, Malahide Road",malahide road,"€106,230.00"
01/05/2015,"168 Burnell Court, Northern Court, Malahide Road",malahide road,"€132,787.00"
